CustomerID,Recency,Frequency,Monetory,R,F,M,RFMGroup,RFMsum
609.0,111,46,52298.0,4,2,3,423,9
610.0,45,136,314496.0,3,1,1,311,5
611.0,20,23,41122.0,3,3,3,333,9
612.0,333,3,12651.0,4,4,4,444,12
613.0,41,7,68524.0,3,4,3,343,10
614.0,27,17,32337.0,3,4,4,344,11
615.0,36,4,74760.0,3,4,3,343,10
616.0,9,347,422442.0,1,1,1,111,3
617.0,20,86,235562.0,3,2,1,321,6
618.0,211,75,146312.0,4,2,2,422,8
619.0,7,15,69282.0,1,4,3,143,8
621.0,9,85,122707.0,1,2,2,122,5
622.0,50,89,250304.0,3,2,1,321,6
623.0,11,79,155801.0,2,2,2,222,6
624.0,38,122,193802.0,3,1,2,312,6
625.0,24,4,11140.0,3,4,4,344,11
626.0,109,8,12868.0,4,4,4,444,12
627.0,12,82,247744.0,2,2,1,221,5
628.0,50,42,170950.0,3,3,2,332,8
629.0,47,42,51979.0,3,3,3,333,9
630.0,10,64,123152.0,1,2,2,122,5
631.0,9,133,165057.0,1,1,2,112,4
632.0,40,13,84480.0,3,4,2,342,9
633.0,27,32,19853.0,3,3,4,334,10
634.0,22,48,53427.0,3,2,3,323,8
635.0,5,43,47669.0,1,2,3,123,6
636.0,20,313,357322.0,3,1,1,311,5
637.0,50,72,74846.0,3,2,3,323,8
638.0,40,17,32082.0,3,4,4,344,11
639.0,9,265,765330.0,1,1,1,111,3
640.0,52,11,24002.0,3,4,4,344,11
641.0,13,94,499138.0,2,2,1,221,5
642.0,13,182,237520.0,2,1,1,211,4
643.0,271,1,7248.0,4,4,4,444,12
644.0,11,84,196820.0,2,2,2,222,6
645.0,19,37,26919.0,2,3,4,234,9
646.0,20,2,12186.0,3,4,4,344,11
647.0,21,29,61660.0,3,3,3,333,9
648.0,11,63,126061.0,2,2,2,222,6
649.0,10,29,14015.0,1,3,4,134,8
650.0,142,3,8028.0,4,4,4,444,12
651.0,20,110,239038.0,3,1,1,311,5
652.0,12,229,469954.0,2,1,1,211,4
653.0,6,119,1320064.0,1,1,1,111,3
654.0,12,46,113940.0,2,2,2,222,6
655.0,12,57,128322.0,2,2,2,222,6
656.0,22,8,34464.0,3,4,4,344,11
657.0,10,147,159020.0,1,1,2,112,4
658.0,9,329,781058.0,1,1,1,111,3
659.0,11,22,47372.0,2,3,3,233,8
660.0,11,56,164951.0,2,2,2,222,6
661.0,10,143,93945.0,1,1,2,112,4
662.0,12,92,228466.0,2,2,1,221,5
663.0,272,5,46468.0,4,4,3,443,11
664.0,73,5,66230.0,3,4,3,343,10
665.0,73,5,10088.0,3,4,4,344,11
666.0,45,21,89601.0,3,3,2,332,8
667.0,241,65,95565.0,4,2,2,422,8
668.0,205,5,21256.0,4,4,4,444,12
669.0,10,108,285833.0,1,1,1,111,3
670.0,4,32,805712.0,1,3,1,131,5
671.0,17,16,13306.0,2,4,4,244,10
672.0,203,9,31091.0,4,4,4,444,12
673.0,84,2,43800.0,4,4,3,443,11
674.0,137,10,19720.0,4,4,4,444,12
675.0,5,611,363417.0,1,1,1,111,3
676.0,11,206,167592.0,2,1,2,212,5
677.0,19,43,107940.0,2,2,2,222,6
678.0,15,58,126192.0,2,2,2,222,6
679.0,26,39,92962.0,3,3,2,332,8
680.0,22,32,77092.0,3,3,3,333,9
681.0,264,22,49778.0,4,3,3,433,10
682.0,11,66,81157.0,2,2,3,223,7
683.0,114,13,34020.0,4,4,4,444,12
684.0,204,58,73521.0,4,2,3,423,9
685.0,11,27,13856.0,2,3,4,234,9
686.0,51,16,47933.0,3,4,3,343,10
687.0,20,143,274541.0,3,1,1,311,5
688.0,23,25,68532.0,3,3,3,333,9
689.0,14,26,58820.0,2,3,3,233,8
690.0,11,23,102696.0,2,3,2,232,7
691.0,13,36,189436.0,2,3,2,232,7
692.0,38,14,49603.0,3,4,3,343,10
694.0,20,38,84236.0,3,3,2,332,8
695.0,10,87,35487.0,1,2,4,124,7
696.0,62,8,64478.0,3,4,3,343,10
697.0,200,9,106684.0,4,4,2,442,10
698.0,264,11,25323.0,4,4,4,444,12
699.0,2,1673,990656.0,1,1,1,111,3
700.0,14,91,290524.0,2,2,1,221,5
701.0,9,202,595203.0,1,1,1,111,3
702.0,3,224,539051.0,1,1,1,111,3
703.0,15,446,507500.0,2,1,1,211,4
704.0,4,320,713660.0,1,1,1,111,3
705.0,372,1,59200.0,4,4,3,443,11
706.0,9,101,27886.0,1,2,4,124,7
707.0,9,15,30719.0,1,4,4,144,9
708.0,114,16,19557.0,4,4,4,444,12
709.0,10,30,66685.0,1,3,3,133,7
710.0,20,8,33994.0,3,4,4,344,11
711.0,50,46,79793.0,3,2,3,323,8
712.0,10,11,15505.0,1,4,4,144,9
713.0,19,85,108465.0,2,2,2,222,6
714.0,15,40,118325.0,2,3,2,232,7
715.0,10,7,13802.0,1,4,4,144,9
716.0,323,14,23856.0,4,4,4,444,12
717.0,24,187,375667.0,3,1,1,311,5
718.0,13,42,47935.0,2,3,3,233,8
719.0,39,31,72750.0,3,3,3,333,9
720.0,14,54,112077.0,2,2,2,222,6
721.0,362,11,22749.0,4,4,4,444,12
722.0,142,5,12246.0,4,4,4,444,12
723.0,8,59,256847.0,1,2,1,121,4
724.0,3,2,38352.0,1,4,3,143,8
725.0,270,5,15960.0,4,4,4,444,12
726.0,173,22,47291.0,4,3,3,433,10
727.0,13,80,77434.0,2,2,3,223,7
728.0,43,1,6745.0,3,4,4,344,11
729.0,322,21,41429.0,4,3,3,433,10
730.0,5,81,261766.0,1,2,1,121,4
731.0,12,1,1800.0,2,4,4,244,10
732.0,14,57,165757.0,2,2,2,222,6
733.0,8,107,224304.0,1,1,1,111,3
734.0,9,77,133103.0,1,2,2,122,5
735.0,6,26,75785.0,1,3,3,133,7
736.0,9,78,199013.0,1,2,2,122,5
737.0,2,75,86092.0,1,2,2,122,5
738.0,9,86,762070.0,1,2,1,121,4
739.0,10,135,261080.0,1,1,1,111,3
740.0,4,20,79626.0,1,3,3,133,7
741.0,6,500,1299160.0,1,1,1,111,3
742.0,15,110,204673.0,2,1,2,212,5
743.0,87,11,80554.0,4,4,3,443,11
744.0,20,25,24036.0,3,3,4,334,10
745.0,4,21,86097.0,1,3,2,132,6
746.0,11,77,932158.0,2,2,1,221,5
747.0,83,12,79199.0,4,4,3,443,11
748.0,39,109,438015.0,3,1,1,311,5
749.0,232,17,167132.0,4,4,2,442,10
750.0,9,19,94751.0,1,3,2,132,6
751.0,11,53,147831.0,2,2,2,222,6
752.0,20,21,44904.0,3,3,3,333,9
753.0,14,268,444059.0,2,1,1,211,4
754.0,81,51,109009.0,4,2,2,422,8
755.0,13,24,52082.0,2,3,3,233,8
756.0,203,54,102117.0,4,2,2,422,8
757.0,17,134,1312740.0,2,1,1,211,4
758.0,264,42,94336.0,4,3,2,432,9
759.0,174,22,38705.0,4,3,3,433,10
760.0,10,119,305114.0,1,1,1,111,3
761.0,47,22,44919.0,3,3,3,333,9
762.0,101,8,43908.0,4,4,3,443,11
763.0,10,14,30222.0,1,4,4,144,9
764.0,20,16,34641.0,3,4,4,344,11
765.0,20,43,105324.0,3,2,2,322,7
766.0,10,16,43739.0,1,4,3,143,8
767.0,8,27,55324.0,1,3,3,133,7
768.0,81,51,101099.0,4,2,2,422,8
769.0,12,32,81014.0,2,3,3,233,8
770.0,81,42,96965.0,4,3,2,432,9
771.0,199,90,75669.0,4,2,3,423,9
772.0,269,29,57472.0,4,3,3,433,10
773.0,10,24,50573.0,1,3,3,133,7
774.0,5,169,378356.0,1,1,1,111,3
775.0,20,60,133168.0,3,2,2,322,7
776.0,40,20,-294.0,3,3,4,334,10
777.0,9,132,277896.0,1,1,1,111,3
778.0,52,1,19584.0,3,4,4,344,11
779.0,110,29,76299.0,4,3,3,433,10
780.0,355,19,33835.0,4,3,4,434,11
781.0,371,44,89075.0,4,2,2,422,8
782.0,11,23,46523.0,2,3,3,233,8
783.0,10,158,422254.0,1,1,1,111,3
784.0,88,38,101231.0,4,3,2,432,9
785.0,41,53,123629.0,3,2,2,322,7
786.0,10,97,92116.0,1,2,2,122,5
787.0,9,173,464656.0,1,1,1,111,3
788.0,47,15,29465.0,3,4,4,344,11
789.0,9,155,529301.0,1,1,1,111,3
790.0,330,35,68814.0,4,3,3,433,10
791.0,73,36,76302.0,3,3,3,333,9
792.0,21,51,105251.0,3,2,2,322,7
793.0,81,13,67356.0,4,4,3,443,11
794.0,204,1,6044.0,4,4,4,444,12
795.0,2,162,350958.0,1,1,1,111,3
796.0,14,21,47450.0,2,3,3,233,8
797.0,9,47,161123.0,1,2,2,122,5
798.0,19,39,177729.0,2,3,2,232,7
799.0,75,26,63839.0,4,3,3,433,10
800.0,42,39,86108.0,3,3,2,332,8
801.0,21,3,10860.0,3,4,4,344,11
802.0,6,11,30336.0,1,4,4,144,9
803.0,81,27,66206.1,4,3,3,433,10
804.0,3,498,3594149.0,1,1,1,111,3
805.0,26,30,120775.0,3,3,2,332,8
806.0,111,18,24307.0,4,3,4,434,11
807.0,104,24,229993.0,4,3,1,431,8
808.0,51,19,76604.0,3,3,3,333,9
809.0,5,28,71264.0,1,3,3,133,7
810.0,10,313,789498.0,1,1,1,111,3
811.0,10,16,35250.0,1,4,4,144,9
812.0,151,10,18046.0,4,4,4,444,12
813.0,50,104,244776.0,3,1,1,311,5
814.0,10,128,324717.0,1,1,1,111,3
815.0,111,78,221325.0,4,2,1,421,7
816.0,1,158,462629.0,1,1,1,111,3
817.0,12,29,97152.0,2,3,2,232,7
818.0,20,74,29371.0,3,2,4,324,9
819.0,10,67,175463.0,1,2,2,122,5
820.0,20,53,100073.0,3,2,2,322,7
821.0,40,46,160208.0,3,2,2,322,7
822.0,11,10,69336.0,2,4,3,243,9
823.0,6,103,495801.0,1,1,1,111,3
824.0,3,12,23428.0,1,4,4,144,9
825.0,9,167,407797.0,1,1,1,111,3
826.0,138,54,38559.0,4,2,3,423,9
827.0,11,13,38360.0,2,4,3,243,9
828.0,9,62,140472.0,1,2,2,122,5
829.0,15,199,427196.0,2,1,1,211,4
830.0,24,19,38759.0,3,3,3,333,9
831.0,11,71,289773.0,2,2,1,221,5
832.0,12,444,409209.0,2,1,1,211,4
833.0,269,2,59093.0,4,4,3,443,11
834.0,166,17,42714.0,4,4,3,443,11
835.0,25,53,118623.0,3,2,2,322,7
836.0,10,65,211462.0,1,2,1,121,4
837.0,8,394,1229212.0,1,1,1,111,3
838.0,9,17,33275.0,1,4,4,144,9
839.0,39,27,202618.0,3,3,2,332,8
840.0,14,10,16960.0,2,4,4,244,10
841.0,59,41,85845.0,3,3,2,332,8
842.0,14,18,45012.0,2,3,3,233,8
843.0,9,99,139254.0,1,2,2,122,5
844.0,3,306,695046.0,1,1,1,111,3
845.0,72,10,20740.0,3,4,4,344,11
846.0,4,260,333016.0,1,1,1,111,3
847.0,10,22,58370.0,1,3,3,133,7
848.0,237,64,30069.0,4,2,4,424,10
849.0,15,86,195048.0,2,2,2,222,6
850.0,17,60,141877.0,2,2,2,222,6
851.0,58,81,193474.0,3,2,2,322,7
852.0,204,16,33209.0,4,4,4,444,12
853.0,51,112,239767.0,3,1,1,311,5
854.0,234,11,25433.0,4,4,4,444,12
855.0,10,10,22148.0,1,4,4,144,9
856.0,242,8,34390.0,4,4,4,444,12
857.0,234,23,58653.0,4,3,3,433,10
858.0,12,69,142258.0,2,2,2,222,6
859.0,15,34,76621.0,2,3,3,233,8
860.0,12,427,1121291.0,2,1,1,211,4
861.0,13,14,65704.0,2,4,3,243,9
862.0,16,86,168444.0,2,2,2,222,6
863.0,43,50,146716.0,3,2,2,322,7
864.0,278,6,67141.0,4,4,3,443,11
865.0,48,18,39471.0,3,3,3,333,9
866.0,9,52,239729.0,1,2,1,121,4
867.0,99,36,80087.0,4,3,3,433,10
868.0,17,20,41168.0,2,3,3,233,8
869.0,9,45,182258.0,1,2,2,122,5
870.0,9,67,141930.0,1,2,2,122,5
871.0,200,53,160578.0,4,2,2,422,8
872.0,22,18,42180.0,3,3,3,333,9
873.0,81,17,32445.0,4,4,4,444,12
874.0,10,22,38053.0,1,3,4,134,8
875.0,10,223,475139.0,1,1,1,111,3
876.0,171,29,61859.0,4,3,3,433,10
877.0,4,162,332019.0,1,1,1,111,3
878.0,16,12,12483.0,2,4,4,244,10
879.0,38,43,151305.0,3,2,2,322,7
880.0,2,117,251195.0,1,1,1,111,3
881.0,264,15,30664.0,4,4,4,444,12
882.0,42,10,26526.0,3,4,4,344,11
883.0,81,4,18004.0,4,4,4,444,12
884.0,16,59,119435.0,2,2,2,222,6
885.0,23,44,193809.0,3,2,2,322,7
886.0,10,143,279585.0,1,1,1,111,3
887.0,86,38,87576.0,4,3,2,432,9
888.0,52,9,12526.0,3,4,4,344,11
889.0,14,88,366730.0,2,2,1,221,5
890.0,2,435,148043.0,1,1,2,112,4
891.0,31,5,14824.0,3,4,4,344,11
892.0,9,176,469272.0,1,1,1,111,3
893.0,45,27,84999.0,3,3,2,332,8
894.0,21,6,77516.0,3,4,3,343,10
895.0,9,224,316895.0,1,1,1,111,3
896.0,81,15,34896.0,4,4,4,444,12
897.0,207,22,56756.0,4,3,3,433,10
898.0,9,66,27056.0,1,2,4,124,7
899.0,14,76,37277.0,2,2,4,224,8
900.0,3,342,699846.0,1,1,1,111,3
901.0,3,179,447227.0,1,1,1,111,3
902.0,17,25,136670.0,2,3,2,232,7
903.0,18,38,74956.0,2,3,3,233,8
904.0,70,87,35986.0,3,2,4,324,9
905.0,20,98,80303.0,3,2,3,323,8
906.0,11,124,92920.0,2,1,2,212,5
907.0,16,52,112297.0,2,2,2,222,6
908.0,293,4,9795.0,4,4,4,444,12
909.0,10,121,422719.0,1,1,1,111,3
910.0,81,136,557387.0,4,1,1,411,6
911.0,9,34,87105.0,1,3,2,132,6
912.0,6,175,80312.0,1,1,3,113,5
913.0,8,33,20514.0,1,3,4,134,8
914.0,45,14,20097.0,3,4,4,344,11
915.0,16,82,223467.0,2,2,1,221,5
916.0,85,49,88330.0,4,2,2,422,8
917.0,355,82,154749.0,4,2,2,422,8
918.0,19,38,31788.0,2,3,4,234,9
919.0,50,176,114732.0,3,1,2,312,6
920.0,174,44,23149.0,4,2,4,424,10
921.0,20,84,44882.0,3,2,3,323,8
922.0,16,27,32256.0,2,3,4,234,9
923.0,10,341,301260.0,1,1,1,111,3
924.0,206,33,166045.0,4,3,2,432,9
925.0,52,26,37730.0,3,3,4,334,10
926.0,25,46,100339.0,3,2,2,322,7
927.0,11,130,816798.0,2,1,1,211,4
928.0,26,85,204024.0,3,2,2,322,7
929.0,20,23,55581.0,3,3,3,333,9
930.0,18,10,12830.0,2,4,4,244,10
931.0,13,53,118173.0,2,2,2,222,6
932.0,18,24,16574.0,2,3,4,234,9
933.0,9,10,78156.0,1,4,3,143,8
934.0,9,179,368244.0,1,1,1,111,3
935.0,20,21,42546.0,3,3,3,333,9
936.0,20,89,287131.0,3,2,1,321,6
937.0,40,58,137007.0,3,2,2,322,7
938.0,15,16,28848.0,2,4,4,244,10
939.0,19,129,243448.0,2,1,1,211,4
940.0,53,26,55811.0,3,3,3,333,9
941.0,6,166,89523.0,1,1,2,112,4
942.0,50,41,20354.0,3,3,4,334,10
943.0,4,263,665586.0,1,1,1,111,3
944.0,79,19,36152.0,4,3,4,434,11
945.0,50,99,98032.0,3,2,2,322,7
946.0,10,23,54495.0,1,3,3,133,7
947.0,27,27,24371.0,3,3,4,334,10
948.0,16,43,39255.0,2,2,3,223,7
949.0,50,98,80295.0,3,2,3,323,8
950.0,14,228,136525.0,2,1,2,212,5
951.0,11,76,157264.0,2,2,2,222,6
952.0,11,201,185589.0,2,1,2,212,5
953.0,79,24,48896.0,4,3,3,433,10
954.0,50,44,69579.0,3,2,3,323,8
955.0,175,13,31318.0,4,4,4,444,12
956.0,117,19,39003.0,4,3,3,433,10
957.0,9,85,82862.0,1,2,3,123,6
958.0,46,19,36916.0,3,3,4,334,10
959.0,60,94,226622.0,3,2,1,321,6
960.0,19,59,982153.0,2,2,1,221,5
961.0,6,80,273371.0,1,2,1,121,4
962.0,102,11,236710.0,4,4,1,441,9
963.0,16,147,259986.0,2,1,1,211,4
964.0,9,188,196569.0,1,1,2,112,4
965.0,10,62,140524.0,1,2,2,122,5
966.0,9,64,124560.0,1,2,2,122,5
967.0,14,100,101468.0,2,2,2,222,6
968.0,21,8,18081.0,3,4,4,344,11
969.0,81,40,144944.0,4,3,2,432,9
970.0,15,66,44292.0,2,2,3,223,7
971.0,11,28,64182.0,2,3,3,233,8
972.0,20,148,359523.0,3,1,1,311,5
973.0,121,5,35050.0,4,4,4,444,12
974.0,40,80,216898.0,3,2,1,321,6
975.0,169,23,41181.0,4,3,3,433,10
976.0,10,98,221620.0,1,2,1,121,4
977.0,131,6,10773.0,4,4,4,444,12
978.0,51,63,137507.0,3,2,2,322,7
979.0,16,166,380221.0,2,1,1,211,4
980.0,115,56,125963.0,4,2,2,422,8
981.0,19,49,64870.0,2,2,3,223,7
982.0,130,16,45773.0,4,4,3,443,11
983.0,69,111,312014.0,3,1,1,311,5
984.0,203,108,205115.0,4,1,2,412,7
985.0,15,58,113316.0,2,2,2,222,6
986.0,180,13,23450.0,4,4,4,444,12
987.0,40,12,10361.0,3,4,4,344,11
988.0,150,87,38604.0,4,2,3,423,9
989.0,3,501,813765.0,1,1,1,111,3
990.0,51,9,32918.0,3,4,4,344,11
991.0,81,25,49196.0,4,3,3,433,10
992.0,18,15,1114.0,2,4,4,244,10
993.0,9,65,46210.0,1,2,3,123,6
994.0,13,25,64644.0,2,3,3,233,8
995.0,152,16,68568.0,4,4,3,443,11
996.0,2,211,398404.0,1,1,1,111,3
997.0,10,57,102345.0,1,2,2,122,5
998.0,14,3,6302.0,2,4,4,244,10
999.0,108,31,8611.0,4,3,4,434,11
1000.0,4,37,263771.0,1,3,1,131,5
1001.0,183,8,10575.0,4,4,4,444,12
1002.0,10,6,111008.0,1,4,2,142,7
1003.0,10,9,19737.0,1,4,4,144,9
1004.0,25,54,208972.0,3,2,1,321,6
1005.0,327,4,-3470.0,4,4,4,444,12
1006.0,5,571,9351019.0,1,1,1,111,3
1007.0,9,90,329089.0,1,2,1,121,4
1008.0,39,12,23415.0,3,4,4,344,11
1009.0,13,14,32972.0,2,4,4,244,10
1010.0,11,197,343530.0,2,1,1,211,4
1011.0,326,1,10050.0,4,4,4,444,12
1012.0,7,135,300960.0,1,1,1,111,3
1013.0,8,28,91646.0,1,3,2,132,6
1014.0,18,20,44267.0,2,3,3,233,8
1015.0,171,48,98208.0,4,2,2,422,8
1016.0,272,50,46103.0,4,2,3,423,9
1017.0,4,346,793704.0,1,1,1,111,3
1018.0,9,8,25044.0,1,4,4,144,9
1019.0,15,13,31803.0,2,4,4,244,10
1020.0,16,10,42674.0,2,4,3,243,9
1021.0,19,108,135009.0,2,1,2,212,5
1022.0,270,21,18037.0,4,3,4,434,11
1023.0,9,103,233202.0,1,1,1,111,3
1024.0,77,12,42935.0,4,4,3,443,11
1025.0,20,60,133651.0,3,2,2,322,7
1026.0,107,43,101464.0,4,2,2,422,8
1027.0,9,28,67663.0,1,3,3,133,7
1028.0,17,86,306071.0,2,2,1,221,5
1029.0,45,6,22258.0,3,4,4,344,11
1030.0,18,118,211244.0,2,1,1,211,4
1031.0,39,42,169880.0,3,3,2,332,8
1032.0,9,20,42231.0,1,3,3,133,7
1033.0,9,63,124411.0,1,2,2,122,5
1034.0,43,43,94918.0,3,2,2,322,7
1035.0,15,38,73505.0,2,3,3,233,8
1036.0,9,33,71265.0,1,3,3,133,7
1037.0,25,208,335348.0,3,1,1,311,5
1038.0,6,194,98342.0,1,1,2,112,4
1039.0,203,30,38331.0,4,3,3,433,10
1040.0,23,3,23076.0,3,4,4,344,11
1041.0,241,23,56822.0,4,3,3,433,10
1042.0,15,35,76348.0,2,3,3,233,8
1043.0,11,323,362401.0,2,1,1,211,4
1044.0,4,42,253351.0,1,3,1,131,5
1045.0,11,72,178646.0,2,2,2,222,6
1046.0,74,26,53216.0,4,3,3,433,10
1047.0,617,1,8128.0,4,4,4,444,12
1048.0,16,28,113535.0,2,3,2,232,7
1049.0,55,24,192831.0,3,3,2,332,8
1050.0,200,9,38231.0,4,4,3,443,11
1051.0,12,76,171521.0,2,2,2,222,6
1052.0,170,35,97703.0,4,3,2,432,9
1053.0,13,12,35080.0,2,4,4,244,10
1054.0,4,343,270345.0,1,1,1,111,3
1055.0,3,143,674198.0,1,1,1,111,3
1056.0,19,117,408638.0,2,1,1,211,4
1057.0,35,25,78531.0,3,3,3,333,9
1058.0,55,57,37927.0,3,2,4,324,9
1059.0,51,70,141470.0,3,2,2,322,7
1060.0,15,13,21760.0,2,4,4,244,10
1061.0,40,17,188267.0,3,4,2,342,9
1062.0,19,207,202046.0,2,1,2,212,5
1063.0,3,399,2017058.0,1,1,1,111,3
1064.0,3,143,337083.0,1,1,1,111,3
1065.0,10,120,340990.0,1,1,1,111,3
1066.0,9,177,139413.0,1,1,2,112,4
1067.0,82,22,45131.0,4,3,3,433,10
1068.0,1,213,2657603.0,1,1,1,111,3
1069.0,112,9,21402.0,4,4,4,444,12
1070.0,8,57,48415.0,1,2,3,123,6
1071.0,16,17,14500.0,2,4,4,244,10
1072.0,10,115,107942.0,1,1,2,112,4
1073.0,11,31,371170.0,2,3,1,231,6
1074.0,368,7,28776.0,4,4,4,444,12
1075.0,81,31,49819.0,4,3,3,433,10
1076.0,5,44,76546.0,1,2,3,123,6
1077.0,12,16,161456.0,2,4,2,242,8
1078.0,10,13,24037.0,1,4,4,144,9
1079.0,4,438,4832240.0,1,1,1,111,3
1080.0,117,39,89832.0,4,3,2,432,9
1081.0,18,33,72624.0,2,3,3,233,8
1082.0,10,23,42847.0,1,3,3,133,7
1083.0,48,62,585042.0,3,2,1,321,6
1084.0,169,17,35476.0,4,4,4,444,12
1085.0,9,137,340085.0,1,1,1,111,3
1086.0,55,13,177752.0,3,4,2,342,9
1087.0,10,10,28848.0,1,4,4,144,9
1088.0,368,7,12904.0,4,4,4,444,12
1089.0,7,76,213724.0,1,2,1,121,4
1090.0,48,12,16826.0,3,4,4,344,11
1091.0,9,32,100525.0,1,3,2,132,6
1092.0,185,10,55611.0,4,4,3,443,11
1093.0,10,33,62822.0,1,3,3,133,7
1094.0,11,67,139931.0,2,2,2,222,6
1095.0,11,58,201917.0,2,2,2,222,6
1096.0,24,174,496164.0,3,1,1,311,5
1097.0,10,31,61770.0,1,3,3,133,7
1098.0,9,22,43194.0,1,3,3,133,7
1099.0,18,36,157544.0,2,3,2,232,7
1100.0,145,59,46249.0,4,2,3,423,9
1101.0,7,96,92490.0,1,2,2,122,5
1102.0,11,40,120521.0,2,3,2,232,7
1103.0,9,46,215952.0,1,2,1,121,4
1104.0,177,11,23762.0,4,4,4,444,12
1105.0,58,93,49218.0,3,2,3,323,8
1106.0,23,15,32738.0,3,4,4,344,11
1108.0,20,74,258923.0,3,2,1,321,6
1109.0,22,4,5205.0,3,4,4,344,11
1110.0,13,29,45817.0,2,3,3,233,8
1111.0,13,55,106296.0,2,2,2,222,6
1112.0,212,19,37675.0,4,3,4,434,11
1113.0,6,174,81863.0,1,1,3,113,5
1114.0,77,1,8600.0,4,4,4,444,12
1115.0,13,206,430493.0,2,1,1,211,4
1116.0,20,20,47496.0,3,3,3,333,9
1117.0,10,9,38876.0,1,4,3,143,8
1118.0,16,58,101610.0,2,2,2,222,6
1119.0,102,5,232600.0,4,4,1,441,9
1120.0,52,101,207597.0,3,2,1,321,6
1121.0,12,94,200635.0,2,2,2,222,6
1122.0,11,80,238153.0,2,2,1,221,5
1123.0,58,24,121794.0,3,3,2,332,8
1124.0,11,114,923231.0,2,1,1,211,4
1125.0,14,17,63374.0,2,4,3,243,9
1126.0,58,11,24095.0,3,4,4,344,11
1127.0,327,28,26320.0,4,3,4,434,11
1128.0,2,77,154078.0,1,2,2,122,5
1129.0,13,142,301243.0,2,1,1,211,4
1130.0,16,22,38342.0,2,3,3,233,8
1131.0,14,30,60914.0,2,3,3,233,8
1132.0,83,7,18261.0,4,4,4,444,12
1133.0,9,61,130667.0,1,2,2,122,5
1134.0,39,32,72383.0,3,3,3,333,9
1135.0,12,307,396921.0,2,1,1,211,4
1136.0,6,118,346818.0,1,1,1,111,3
1137.0,11,338,787206.0,2,1,1,211,4
1138.0,15,24,44183.0,2,3,3,233,8
1139.0,359,18,63012.0,4,3,3,433,10
1140.0,14,104,241264.0,2,1,1,211,4
1141.0,10,7,13848.0,1,4,4,144,9
1142.0,89,3,18624.0,4,4,4,444,12
1143.0,55,36,147650.0,3,3,2,332,8
1144.0,14,165,406700.0,2,1,1,211,4
1145.0,8,179,2192280.0,1,1,1,111,3
1146.0,3,66,158550.0,1,2,2,122,5
1147.0,4,154,320137.0,1,1,1,111,3
1148.0,8,60,93417.0,1,2,2,122,5
1149.0,75,28,61916.0,4,3,3,433,10
1150.0,101,16,30381.0,4,4,4,444,12
1151.0,205,19,43402.0,4,3,3,433,10
1152.0,15,40,78040.0,2,3,3,233,8
1153.0,11,15,47906.0,2,4,3,243,9
1154.0,2,114,228414.0,1,1,1,111,3
1155.0,10,27,114051.0,1,3,2,132,6
1156.0,298,21,91094.0,4,3,2,432,9
1157.0,18,30,66794.0,2,3,3,233,8
1158.0,9,119,327088.0,1,1,1,111,3
1159.0,52,17,40374.0,3,4,3,343,10
1160.0,326,12,20510.0,4,4,4,444,12
1161.0,17,19,48270.0,2,3,3,233,8
1162.0,75,43,95215.0,4,2,2,422,8
1163.0,13,149,367834.0,2,1,1,211,4
1164.0,39,26,48894.0,3,3,3,333,9
1165.0,12,126,307474.0,2,1,1,211,4
1166.0,15,148,391367.0,2,1,1,211,4
1167.0,9,34,78047.0,1,3,3,133,7
1168.0,51,18,38358.0,3,3,3,333,9
1169.0,50,30,165454.0,3,3,2,332,8
1170.0,10,31,60724.0,1,3,3,133,7
1171.0,322,7,21663.0,4,4,4,444,12
1172.0,54,20,45394.0,3,3,3,333,9
1173.0,2,137,234744.0,1,1,1,111,3
1174.0,11,45,79053.0,2,2,3,223,7
1175.0,24,11,28914.0,3,4,4,344,11
1176.0,81,21,46706.0,4,3,3,433,10
1177.0,9,27,53560.0,1,3,3,133,7
1178.0,173,10,86357.0,4,4,2,442,10
1179.0,58,17,48184.0,3,4,3,343,10
1180.0,11,59,155477.0,2,2,2,222,6
1181.0,295,16,34377.0,4,4,4,444,12
1182.0,114,23,71566.0,4,3,3,433,10
1183.0,264,31,112988.0,4,3,2,432,9
1184.0,174,27,50992.0,4,3,3,433,10
1185.0,173,9,22725.0,4,4,4,444,12
1186.0,9,7,10592.0,1,4,4,144,9
1187.0,18,46,104174.0,2,2,2,222,6
1188.0,10,49,115174.0,1,2,2,122,5
1189.0,11,45,607342.0,2,2,1,221,5
1190.0,81,11,81029.0,4,4,3,443,11
1191.0,10,5,10984.0,1,4,4,144,9
1192.0,365,3,13024.0,4,4,4,444,12
1193.0,3,160,357665.0,1,1,1,111,3
1194.0,16,36,90375.0,2,3,2,232,7
1195.0,177,39,85597.0,4,3,2,432,9
1196.0,15,137,404688.0,2,1,1,211,4
1197.0,38,19,344286.0,3,3,1,331,7
1198.0,2,30,45266.0,1,3,3,133,7
1199.0,13,33,40072.0,2,3,3,233,8
1200.0,6,152,127086.0,1,1,2,112,4
1201.0,403,5,-11694.0,4,4,4,444,12
1202.0,17,92,77954.0,2,2,3,223,7
1203.0,22,12,29006.0,3,4,4,344,11
1204.0,16,11,21924.0,2,4,4,244,10
1205.0,18,35,91898.0,2,3,2,232,7
1206.0,152,2,10530.0,4,4,4,444,12
1207.0,8,633,1113829.0,1,1,1,111,3
1208.0,10,158,361770.0,1,1,1,111,3
